tweet,label
uda kenya hata jina mpaka mutumie za wenyewe live desmond tutu justice fakeness,neutral
unaweza ongelesha tailors wa madvd na huyo jamaa wa purple,neutral
anaweza kua senior advisor,neutral
wakenya wameamua rais wao ni opponent constitutional right disagree president elect filling case supreme court,fact
wacha tweets mingi na tupatane kortini,neutral
uda kenya watu wa azimio ndio muko na makasiriko machungu fanyeni kazi kama viongozi wa nchi moja kenya mbona mukasirike mucomment vibaya tena kwa posts zisizowahusu,neutral
uda kenya kweli watu wa azimio u know manipulate things u commenting bad m r calling people puppets tried correct u trying manipulate topic haya basi wewe pia tukuite puppet pia ni puppet wa azimio,fake
whistl blower theking finds girls like maliza sentence men love decency thts y girls like u hardly married character mamaa,neutral
mnajua viatu ame aa ni electronic ama mnajifanya,neutral
anachukua anaweka aahh,neutral
mungu naye nani god protect people,neutral
ongeza volume kaka man overqualified job,neutral
think snatch away victory hiyo sahau,neutral
pongezi excellency godly battle win thanks god,neutral
atleast hao hawawezi ua mtu ju ya uongozi sugoi land grabber,neutral
hope kenya kwanza administration try,neutral
whistl blower theking beauty face brains character tafakari,neutral
endelea kutukanana na kenya ikisonga mbele,neutral
tweet bedroom atashangaa hizi siku za nyayo,neutral
lamba yeye baba tafuta kazi,neutral
sasa mbona ulikubali kufuata loosing jubilee team mwanzo wa safari,neutral
dear kenya kwanza working office president request need use letters apply hustler govt,neutral
geemogambi nisawa nimechoka na wengine hapa,neutral
wa people jubilee strong holds na ilikuwa na agents,neutral
failed perform chief agent baba useless maasai luo suspect circumcised,neutral
interiorkedirector s business kaa uko,neutral
hi sir nikuje karen kesho,neutral
hi excellency nakuru ulisema autatuangusha reminder,neutral
uda kenya team uncouth people polished diplomacy watu wa mitaani tu,neutral
uda kenya nyinyi watu wa baba lack m rs sophistication u lack diplomacy yaani sake,neutral
whistl blower whistle blower team u support uncouth u example hamuna adabu learn m rs freedom,neutral
wish people like noor gabow dig embakasi things better alimtoa yule nyanya bomas,fake
harvesting currently ongoing harvest thewiperparty mps na makelele inahisha pap,neutral
m currently recruiting new neighbours coz amekua kichwa ngumu,neutral
given millicent omanga capital city hapo kwa substance utasubiri sana,neutral
farah naman wondering enyewe sheria ni kwa wanyonge tu,fake
stolen victory kenya kwisha,fake
prior results announcement president elect losers warudi bondo wakaange omena huko kenyaelections2022 kenyadecides2022 statehouse,fake
congratulations rais,fact
inthelightsglow legalise hemphempisnotbangi hempsibangi,neutral
kazi imeanza kudos,neutral
independent mps joined kenya kwanza government coalition huge plus team hustlers good work h e love sir makofi,fact
im hearing ameshinda sasa ngojeni muone siku za moi zikirudi hope prove wrong,neutral
kwn ulitafuta gani ya soko,neutral
siasa ni kujipanga friend follome congratulations,neutral
niko ready kutravel,neutral
kwani unatweet ukiwa jela,neutral
iebc kenya ask going tell ripping mutanganyifu history,neutral
excellency abolish cbc days s bogus afadhali barabara zikae let s sound education produce scholars quacks,neutral
iebc kenya hii kaa fake account,neutral
declaracion accept addition kazi ni kazi tupeleke kenya mbele,neutral
na usisahau guy stoped,neutral
true hand shake commissioners kenya kwanzaa milele proud leaders dr president choice mbele kuzuri pesa mfukoni,neutral
kila siku ati umeibiwa deep state police money given cher error,fake
want missing tuesday daily youtube ch l gema mt kenya politics nolonger active ama mzee pressure imepanda believed going th,neutral
kenya judiciary sasa ona nani aliandika hii,neutral
hon self proclaimed king suk threw bus congratulating immediately uncle chebz thing jana wueh lakini siasa kweli si hasa kenyanelection2022,neutral
declared opposition kazi kwisha hongera h e cc kenyadecides2022 kenyanelection2022 presidentelect,neutral
huyu mjamaa kusema ukweli ametuingiza na tukubali kama wale wasee wa kadi pale bus station,neutral
iebc kenya tulia hapo mzee mlihadaa baba tutawaonyesha th pork soea rais wako mapema shenzi sana,neutral
proportional percentage sequential percentage numbers working percent proportionally applied moving percentage shida ya kuachia hesabu kwa class,neutral
mzee exact percentages t lied sycophants benefit,neutral
umesahau ule wa environment wapi vile aliita karani buana citing wako wozzap group,neutral
ebc kenya mlijua halafu mkaacha nkt msituchose let baba rest,neutral
jirani wacha nilale uga ni ksh 230 equals,neutral
wanna know hatari ndio hiyo xyz ahead time,neutral
dear forgive evil doings said hii ilituuma sana act accordingly swiftly,neutral
mr know source fail ulileta kizungu mingi na maandiko za nonsense instead mngekimbia ground kubonga na watu life new york,neutral
president kenya kwanza government revenge likes andco constantly branding thief wise man said t revenge rotten fruits fall let god revenge,neutral
zoea rais wako na ufanyia watu wako kazi hao ndio walikupea kura wachana na national politics n kama kazi ya kuvukisha watu wa chama yake tu,neutral
woman declared president elect said won couldn t announce kiburi come taunt let simia,fake
genius bana bomas booed bbi podium received certificate president elect waah,neutral
appointment parastatal heads declared unconstitutional high court kazi imeanza drain swamp,neutral
iamstareunice haitaki hasira mingi sound miserable confused character gain black brother mistreated treated like outsider,neutral
kuna watu wanadanganywa ati yule jamaa announced president tally preparing eventuality cha baba cha mama inachezwa boardrooms trying jumpstart failed shauri yao,fake
sasa acha kulia na upige simu kwa useme hivo nonsense,neutral
kenya president enda ukaskie vibaya na hukoo,neutral
mvua iko karibu kunyesha mkuu io fertilizer naiongoja sana apishwa uanze kazi achana na macho makubwa ya chura ambayo hayanyimi tembo kunywa maji,neutral
sworn sijui mtakua mnaspin propaganda gani,neutral
abantu2017 toka hapa bure wewe sore loser like baba,neutral
zeeka pole pole azimio rule country ata tukirudia election ndio itakuwa worse,neutral
supporting announced president defeat u draw line fifth upende usipende,fake
sure governor unataka tu followers parody maybe,neutral
nimeanza k mia supporters bana knowing taken time wacha ikae na kazi eindelee,neutral
mhesh trying totally unacceptable,neutral
npsofficial ke gentleman wacha kupigana vita yy si yako watu wa narok walikutrustia kiti ya senetor si vita plz,neutral
nsaidie kazi mkubwa,neutral
mkubwa si unipatie hio nyumba ya karen ukihamia statehouse,neutral
npsofficial ke started fight got u deserved hakungongwa mahali wauguza pekeako,neutral
kenyans stupid lady try mca seat ward utapata ya mamako tu,neutral
immediately swearing things happen 1 process unga drop cost petrol drop litre freedom finally serikali ya mugathe iko imara kabisa,neutral
belief people taught hate luos falacy growing block sharing childhood date sth highly appreciate sit wonder fellows think love hate tribal lines grow bana,neutral
keya think court answer ni venye hawezi anika hapa defence yake,neutral
s barely week na wengine washaanza kulia na kulalamika na president elect wao fasten seatbelts safari ndo mwanzo imeanza early outcries friend,neutral
darktarry watu wa high court tumefika mwisho,neutral
ericmwa s political bribery nanii,neutral
bado msa mvita kuna kijana mwepesi ajiita viva plz board sir,neutral
uda kenya pole aki r kenya ni sisi hizi hisia za siasa zisitugawanye humbled,neutral
pkmwiandi bad spirit avoid like plague haeleweki,neutral
muli seii mko na jokes sana,neutral
ata week bado isha waaah kwisha nyinyi,neutral
peter kenneth h gents planning nairobi nation mimi nitanunua chai pale gnr biashara street timetobuild country,neutral
munehiro usembassykenya chriscoons eeeh sina uko na ya kunipatia ama kuna ile unataka nikuombee literature class know picture speak,neutral
uda kenya ndio ni serikali itabidi uzoee ama uhame,neutral
sana y start whatsapp group point,neutral
udmkenya kenya kwanza masha allah,neutral
odungareh mwambie sina ubaya,neutral
s happening everybody joining kenya kwanza,fake
rais si uniunblock bas,neutral
j mnataka kunimaliza politically wewe na,fake
given chance meet political leaders chosen h e h e h e mandera north mp day time meet leaders insha allah thank leaders,neutral
called mama s prayer ve mama proud,fact
th friend zoea mapema aki,neutral
osama otero wake early cast vote home rest ill hundle sina wasiwasi hata kindogo coz nilifanya venye alisema august remaining thing kuapishwa na kufanya kazi kama kawa hio tu,neutral
wambie wang oe sgr kutoka emali kama wao ni ndume,neutral
umetag toto,neutral
asimio haroo iebc landed cut shot speechwapi write conceding speachswear,neutral
tumia pen sasa pencil imekataa,neutral
hadi akose job,neutral
laban iebc kenya sasa si ni mimi nakushow,neutral
uda kenya wah wah otieno alijulia wapi story za mt kenta election behaviours,neutral
iebc kenya johngithongo dsleeping duty speak speak speak lakini mwizi ashashikwa,fake
tuko site,neutral
mose ako number left,neutral
zionpearl tonwatai buenos dias mi amore hizo awards surely,neutral
better late bros hiyo ya kuzimu nikama illuminati let come coalition respect fear lord,neutral
week political analyst s lask week mathematician s week lawyer s enyewe hakuna kupumzika hii kenya,neutral
johnchege weka loudspeakers kaka,neutral
aki ya nani wanasiasa ni hatari,neutral
ch lyakele ochako osoro main18 njiruadv imagine mtu hapa anaamini propaganda na anaitetea life depends,neutral
ochako osoro ch lyakele main18 njiruadv oooh na watu wenu hawawezi hack s literate eeeish propagangas innuendos invalid hamjui hata kudanganya,fake
ch lyakele ochako osoro main18 njiruadv imagine huyu na akina whatsapp group,neutral
great brains know azimio filed supreme court usual ramogi dirge explained forests words way scholars running away escape sobibor film,fake
losing easy sir n uchungu,neutral
yeah anafikiria chairman wa iebc anafaa ndiye huchagua mtu anakuwa president,fact
mimi naomba tu kazi mheshimiwa nominate nairobi county assembly kama sio national parliament kindly sir,neutral
welcome home karibu nyumbani nyie mlio potea,neutral
hon embakasi east predicted mureithi victory bure kabisa know owner mizani,neutral
user ahmed sigat hapa ndo kuna vita lemme bring chairs,neutral
wanasema proof iko wapi ama sasa assumptions zimekuwa evidences pia,neutral
mose huyo number left,neutral
governorkibwana kwisha,neutral
prof nyumbani mtaenda weeks time,neutral
black bull ulikuwa unapata ngapi,neutral
benji hiyo kitu imeanikwa pale kando ya barabara na inauzwa tatu kumi concert gani uli attend,neutral
vmpaka ulimi,neutral
rasvictoradu mose rasvictoradu kuna time ulisema green commandos,neutral
vita iko hapa msipite wakuu,neutral
sc kuwa mpole kwa huyu opportunist,neutral
almighty god trust kwakuwa,neutral
sio uchawi ni maombi sio uganga ni mungu s victory irreversible,neutral
wewe penya meno tu na hague inakungoja kwenda huko nonsence,fake
na ukirudi utukane president elect ujue utapelekwa north korea kwa lazma sasa,neutral
v j68 mtalaki know won t t promise,neutral
null void,neutral
unaibiwa years kwani hukudungwa bcg ndio rais wetu hata ukimwamusha babu yako,neutral
buanaa sc affairs,neutral
dont worry shenanigans rooots youre bold elegant let great brains govt hon needs admission kenya kwanza family,neutral
ndio kiongozi kuna mrembo mmoja mkarimu sana hapa alinipigia upatu aisee hadi nikathibitishwa kuwa mdau,neutral
confirm vile mlisoma cre kuna mahali joshua alienda kortini way canaan,neutral
foreign countries sending private congratulatory letters expect kenyans believe danganya na vibaraka wake hao tu pekee yao ndio hawatumii akili zao,neutral
ati hawa ndio deep state hawa ndio ati hawa wanafanya nini salala remember campaign words president elect,fact
kama ndio anarudia nguo,neutral
kawira m z ndio mum waambie,neutral
mkuu ulisahau ile njumu yako good match,neutral
acha haraka come slow mr man u stole democracy,neutral
cate waruguru cate waruguru changamkia lunch yangu leo,neutral
muchangikaremba bro want hav candid conversation matter require cameraunless inviting akorino church iam coz hiyo mnaeza karibishana hata kwa barabara mkitembea,fake
kk knockout scoke win shock kuzimia goons losers team leader vs president elect won fare game wacha kiherere,fake
kwan akiwa rais nlazma aseme behalf ugandans jua cc wengine tushaachoka na uo mzaae,neutral
africanbizmag m cast votes mzee,fact
imfikie broke wrong parts broke wings forgot claws,fake
cc tko njaaa unga ni ww uko hapa kutupima kwani ile unga mlikua mnagawa cku ya campain ilienda wapi wajameni,neutral
hii handle watu tumwa sinaloa audit words,neutral
dp mwambie asome messages za wanyonge kwani alitudanganya,neutral
niko hapa pia chukua husler pia sisi tubadilishe maisha yetu,neutral
kitheka hesbornbusaka ambia yeye bro remain president elect weeks excellency president republic kenya s matter time,neutral
toa ujinga wako hapa stop tagging,neutral
sijui kama atakumbuka day tulikutana nikamwambia shida za yutman yaaani wuueh,neutral
cheza kiwewe s time deliver time sideshows,neutral
ipo siku,neutral
mnaskiza parody,neutral
njiruadv kenya kwanza retreat surrender destiny presidency fight economical revolution wakenya sio wanjingadynastymustfall freedomfromsocialevils stop,neutral
president elect tour turkana county tulimaliza kazi yetu promise,fact
know democracy dying reasons voting useless leaders bought like sukuma wiki leaders t stands voters believe believe money,fake
guys failed baba,fake
mzee practice farming siasa si kila kitu lost fair square blame,neutral
ulikuwa wapi,neutral
yaani vile tiktok iliua instagram ndio vile anamaliza azimio aki pole,neutral
h e roots party runing mate apewe kazi,neutral
tell face face majengo s self shocked t grant permission server access court order mooooo,fact
tunataka recount hatutaki rerun,fact
tanaka vin ooooohhhhhhhhhhhh kimeumana,neutral
thedawnofjustice safari hii tuko na nyinyi hamtatoboa,fake
sisi hapana tambua hii mwisi,fake
tunangoja aingie ban hiyo upuzi right onorpik,neutral
kenya judiciary kabisa,neutral
itwika kazi ni kazi revolution,neutral
wewe ulienda kukula wanawake si kuwa chief agent wewe ni mjinga sana,fake
kuna hopes niliskia mahali,neutral
mama county yuwaupiga mwingi leo,neutral
mama county unachoma leo sanaaaaa mumetisha kusema kweli hongereni,neutral
fitina zako peleka mbali,neutral
halaaaa una manishaa kiparaa cha huyu mbukusuu ina ngaraaa kuliko mabati ya dum,fake
iyo ndio akili uko nayo ama kuna ingine coz wueeh,fake
bure sana,neutral
pkmwiandi uda kenya mungeongea sana right funika mdomo,fake
hapa chepseon kipkelion road mzee great job,fact
ali rube mfalme stop elect boss bado mapambano,fake
lakini ako na pull strong mere words guy magic like barackobama respect kalenjins kwa tl mnifunze kusema thank kikalenjin m waiting,fact
dci kenya knew camouflaging showing true colors swearing ceremony h e 09 2022 tell azimio tell azimio nyote mwaalikwa,neutral
jubilee asili hassanali case closed,neutral
president tuko sawa ama tuingie mtaa kuzuri kubaya,neutral
vile na kenya kwanza wataingia state house nyorondindi,neutral
absolutely underrated opponents knew sure bet know thrive manipulation walipata majamaa hawatishwi hawapangwigwi na t compromise values,neutral
pole pole governor,neutral
painful thing wangerudisha hio pesa st month office taxpayers money,neutral
mr told filed affidavit going file ok iebc kenya response petitions response essentially seeking nullification presidential election 8 2022 ama pia ni ameandika,neutral
sake people depending na hustle ijipe inshallah,neutral
akili yako imejaa shonde susan governor respect,neutral
elected clown ni sawa,neutral
q fool unaacha familia unaenda kuandamaniaa mtu anajutaftia kazii watoto wake wenyewe far safe ndo vulnerable ju ni mjinga,fact
kesho tunafanya justice pale rongai constituency tunapigia kura uda kenya,neutral
iebc kenya kama akili ya shule imekushinda use common sense presence foreigners election materials clicked unfair elections case court,neutral
na usipige mtu rithee bro,neutral
iebc kenya big yes wewe ndyo unaetembea na mke wangu evn true bt answer nooo,neutral
guy appeared iebc kenya uniform attempt scare truth laid bare tuesday kifua ya serikali lazima ataweka mbele ya c c inauguration day retired sienzi sana,neutral
people kenya chosen itabidi uzoee,fact
ukisikia mahali wajinga wanaitwa attend,fake
makiadi si rao alimwiita hivo time ya pentagon,neutral
counties semi autonomous units priority protects discussed approved public participation counties push county let good people kisumu county decide theirs asante,neutral
likewise ask mashamba stop begging iebc disregard baba s presidential results petition won legitimately hired battalion lawyers challenge baba s petition,neutral
hakuna shida kama na ngilu wamenyamaza jijanzie bro,neutral
imagine having support seating president deep state police service dpp dci reggae cs ict loose kama hiyo ya umesema ni stress,neutral
wewe tutakurudisha kwa prison haunt time,fake
enoughtukiongeza zako inafika percent,neutral
home ground home champions,neutral
bwana nyigsey hii hubris mlitoa wapi,neutral
exactly choose speak based topic siokuingiza visa visizo kuwa kwa mada,neutral
imagine s place remained calmrecal nusu capeti kabaki carpet boil situation like faced great calm leader focused diverted shows,neutral
secure power kina ndio atakua oppositional leader,neutral
point papa,neutral
araap enemies andintimidators challaging strength degree witnessed voters right speaks louder papers hongera sana hon,fact
evidence ama ni mushene tu tosheka na yenye mlikula jubilee stop lying mzee ati atakuwa prezo tuko poa thie ukiumaga na weherie ngi nyamaini funda,neutral
yule wife akakut mangumi bado mko nyote mm singekubali wallahi,neutral
kwa hivyo na sio dynasties bewitched,neutral
perfectionperf2 case ya azimio supreme courtkindly wait verdict,fact
perfectionperf2 s point think rights judge wakati hakuna dhambi kubwa na ndogo ofcos t support killing let s focus kwa politics juu hayo mengine ni na maulana haya tu husu,neutral
recap electionske2022 votes went downpresident waiting validation governor senator women rep mp mca kwenya ngapi zako ziliuma nje,fact
legalise hemphempisnotbangi hempsibangi,neutral
madala,neutral
kikwaienock tafuta kazi bana uko comment ukisema fb,neutral
congratulations bado naomba kazi,fact
devil,fake
zoea president wako ama uhame kenya,neutral
kenyan like msianze hizi shenanigans mtukoseshe huduma nairobi work support tupate huduma kindly kindly kindly,neutral
alisema hataruhusu kuleta sarakasi notorious,neutral
kojoa ulale bado unafanya nini kenya ulisema utahama president elect stop living denial,fake
nakuru good leader joined baba skipped swearing successor way skip swearing president elect dr,fake
kenya kwanza leaders stop disappointing talking nonsense,neutral
congratulations inauguration th governor kiambu county got seats uda yellow wave gave highest votes president elect glad leading presidential secretariat mungumbele,fact
president elect tour turkana county tulimaliza kazi yetu promise,fact
asanteni journey begins lets nairobi work,neutral
s guy went immediately declared president elect knows s coming busy sending emissaries pale karen,neutral
wacha tumalize kuapisha ndyo ujaribu kuongea huo upuzi castrate pale nyati house friend,fake
untill date nasa agents paid,neutral
asanteni sana nairobi thank president elect gracing event,fact
big tumengoja yako kwa hamu na ghamu,fact
wewe hata kwako haupendwi bibi yako anapend baba lakini wewe huoni hiyo,fake
ni sherehe kubwa ata siwezi ongea mingi thank important pipth president kenya help god,neutral
tomorrow win kenya supreme court kenya upholds president elect declaration iebc kenya presidential returning officer congratulations th president republic kenya peace amani amani,neutral
naskia mdosi ako ile ingine unaeza confirm,neutral
propesaa alikuwa amekalia deposit sasa nikumove na tupake nyumba rangi mpya ya yellow new tenant alert order management,fake
nlijua let s warm tomorrow verdict win upheld,neutral
week difficult kenya arsenal fans supporters inawezekana,neutral
tuko nyuma yako prezoo date th th prezo kenya mungu mbele,neutral
